"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Price_inflation","Q5_11_3_Why_are_you_changing_the_prices","percentage","78.48","Shop selection","C4126","RQ4","count and percentage"
"Prices_are_set_by_the_suppliers","Q5_11_3_Why_are_you_changing_the_prices","counts","27","Shop selection","C4126","RQ4","count and percentage"
"Prices_are_set_by_the_suppliers","Q5_11_3_Why_are_you_changing_the_prices","percentage","34.18","Shop selection","C4126","RQ4","count and percentage"
"Shifts_in_market_demand","Q5_11_3_Why_are_you_changing_the_prices","counts","22","Shop selection","C4126","RQ4","count and percentage"
"Shifts_in_market_demand","Q5_11_3_Why_are_you_changing_the_prices","percentage","27.85","Shop selection","C4126","RQ4","count and percentage"
"Shifts_in_market_supply","Q5_11_3_Why_are_you_changing_the_prices","counts","26","Shop selection","C4126","RQ4","count and percentage"
"Shifts_in_market_supply","Q5_11_3_Why_are_you_changing_the_prices","percentage","32.91","Shop selection","C4126","RQ4","count and percentage"
"Price_inflation","Q5_11_3_Why_are_you_changing_the_prices","counts","35","Shop selection","C4140","RQ4","count and percentage"
"Price_inflation","Q5_11_3_Why_are_you_changing_the_prices","percentage","59.32","Shop selection","C4140","RQ4","count and percentage"
"Prices_are_set_by_the_suppliers","Q5_11_3_Why_are_you_changing_the_prices","counts","21","Shop selection","C4140","RQ4","count and percentage"
"Prices_are_set_by_the_suppliers","Q5_11_3_Why_are_you_changing_the_prices","percentage","35.59","Shop selection","C4140","RQ4","count and percentage"
"Shifts_in_market_demand","Q5_11_3_Why_are_you_changing_the_prices","counts","3","Shop selection","C4140","RQ4","count and percentage"
"Shifts_in_market_demand","Q5_11_3_Why_are_you_changing_the_prices","percentage","5.08","Shop selection","C4140","RQ4","count and percentage"
"Shifts_in_market_supply","Q5_11_3_Why_are_you_changing_the_prices","counts","12","Shop selection","C4140","RQ4","count and percentage"
"Shifts_in_market_supply","Q5_11_3_Why_are_you_changing_the_prices","percentage","20.34","Shop selection","C4140","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","110","Shop selection","C3871","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","93.22","Shop selection","C3871","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","30","Shop selection","C3871","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","25.42","Shop selection","C3871","RQ4","count and percentage"
"prefer_not_to_answer","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","8","Shop selection","C3871","RQ4","count and percentage"
"prefer_not_to_answer","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","6.78","Shop selection","C3871","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","27","Shop selection","C3871","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","22.88","Shop selection","C3871","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","98","Shop selection","C3947","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","100","Shop selection","C3947","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","2","Shop selection","C3947","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","2.04","Shop selection","C3947","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","55","Shop selection","C3947","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","56.12","Shop selection","C3947","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","56","Shop selection","C4121","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","100","Shop selection","C4121","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","33","Shop selection","C4121","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","58.93","Shop selection","C4121","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","11","Shop selection","C4121","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","19.64","Shop selection","C4121","RQ4","count and percentage"
"Barter","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","3","Shop selection","C4126","RQ4","count and percentage"
"Barter","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","3.8","Shop selection","C4126","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","79","Shop selection","C4126","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","100","Shop selection","C4126","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","23","Shop selection","C4126","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","29.11","Shop selection","C4126","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","52","Shop selection","C4126","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","65.82","Shop selection","C4126","RQ4","count and percentage"
"Barter","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","1","Shop selection","C4140","RQ4","count and percentage"
"Barter","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","1.69","Shop selection","C4140","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","59","Shop selection","C4140","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","100","Shop selection","C4140","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","16","Shop selection","C4140","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","27.12","Shop selection","C4140","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","31","Shop selection","C4140","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","52.54","Shop selection","C4140","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","51","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","43.22","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","65","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","55.08","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","14","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","11.86","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","49","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","41.53","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","3","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","2.54","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","13","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","11.02","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","12","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","10.17","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","48","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.68","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","15","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","12.71","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","13","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","11.02","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","49","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","41.53","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","24","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","20.34","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","5","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","4.24","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","60","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","50.85","Dry Food Items Sold","C3871","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","33","Dry Food Items Sold","C3871","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","27.97","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","12","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","10.17","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","66","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","55.93","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","76","Dry Food Items Sold","C3871","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","64.41","Dry Food Items Sold","C3871","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","85","Dry Food Items Sold","C3871","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","72.03","Dry Food Items Sold","C3871","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","77","Dry Food Items Sold","C3871","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","65.25","Dry Food Items Sold","C3871","RQ4","count and percentage"
